date,idx,code,shares,sharesChg,sharesChgRatio,nav,closePrice,changePct,turnoverRate,turnoverValue,turnoverVolume,disc,discountRatioCurve,avgDiscountRatioCurve,size,totalMV,totalAssets,stockRatio,bondRatio,ytdReturn,ytdMaxDrawdown,return1M,return3M,return6M,return1Y,return3Y,maxDrawdown1M,maxDrawdown3M,maxDrawdown6M,maxDrawdown1Y,maxDrawdown3Y,indexDailyChange,index1YReturn,holderAccount,institutionHolderRatio,individualHolderRatio,prlistTop20Ratio,isTPlus0
2026-06-27,生物医药,sz159859,12850640054,-12600000,-0.10,0.34,0.34,-2.89,3.14,137582017,4038319,-0.21,-0.21,0.05,4432185754.62,4318000000,4026778974.38,55.91,0,-24.17,0.73,-8.31,-20.40,-24.17,-30.89,-40.89,0.73,0.73,0.73,0.73,0.73,-2.63,0,0,0,0,83.50,✗
2026-06-27,疫苗,sh562860,348895000,-2000000,-0.57,0.61,0.58,-3.97,2.94,6050307,102585,0.07,0.07,-0.07,211604817.50,203000000.00,226110325.53,44.57,0,-22.96,0.79,-9.28,-20.85,-22.96,-27.78,-41.42,0.27,0.79,0.79,0.79,1.81,0,0,0,0,0,72.23,✗
2026-06-27,中药,sz159647,1561461752,-2000000,-0.13,0.82,0.80,-2.32,1.25,15735424,195291,0.06,0.06,0.15,1278993321.06,1248000000,1447691046.14,54.70,0,-20.18,0.20,-10.22,-16.42,-20.18,-25.67,-32.35,0.07,0.20,0.20,0.50,1.86,0,0,0,0,0,82.43,✗
2026-06-27,军工,sh512660,5373080000,-28000000,-0.52,1.26,1.24,-1.51,3.85,256714253,2067612,0.10,0.10,0.09,6776528496,6668000000.00,9420670450.98,35.31,0,-27.53,1.66,-9.30,-18.08,-27.53,-27.53,-36.16,0.28,0.28,1.66,1.66,1.66,-1.68,0,0,0,0,56.93,✗
2026-06-27,国防,sh512670,1930652600,-17000000,-0.88,0.85,0.84,-1.18,4.76,77128995,918603,-0.24,-0.24,-0.24,1640475514.22,1620000000,2835088214.48,42.11,0,-26.13,1.31,-9.42,-16.89,-26.13,-26.13,-40.17,0.27,0.27,1.31,1.31,1.31,-1.26,0,0,0,0,65.69,✗
2026-06-27,航空航天,sz159227,4390911199,-30000000,-0.68,1.10,1.09,-0.18,7.26,346090491.00,3188751,0.06,0.06,0.06,4809365036.26,4799000000,3841430871.90,52,0,-35.02,1.66,-9.14,-21.25,-35.02,-35.02,-35.02,0.79,0.79,1.66,1.66,1.66,0,0,0,0,0,69.56,✗
2026-06-27,机器人,sh562500,15499187300,-16500000,-0.11,1.14,1.10,-3.86,4.50,775808230,6968496,-0.08,-0.08,0.07,17679922953.11,17003000000,21009224573.29,54.42,0,-19.56,0.35,-7.80,-10.61,-19.56,-19.56,-38.06,0.35,0.35,0.35,0.40,3.64,0,0,0,0,0,75.27,✗
2026-06-27,工业母机,sz159667,3552050718,30000000,0.84,0.91,0.88,-3.94,10.05,319058828,3570362,0.06,0.06,0.01,3248350381.61,3119000000,1513709679.85,61.55,0,-17.04,0.86,-8.03,-10.13,-17.04,-17.04,-34.53,0.64,0.64,0.86,0.86,2.31,0,0,0,0,0,81.90,✗
2026-06-27,高端装备,sh516320,80589300,0,0,1.06,1.02,-3.04,10.05,8373808,80984,-0.08,-0.08,-0.12,85070065.08,82000000,80447979.03,35.47,0,-13.59,0.91,-9.89,-13.59,-13.59,-13.59,-32.88,0.52,0.52,0.91,0.91,0.91,0,0,0,0,0,51.59,✗
2026-06-27,工业互联,sz159013,45578881,-2000000,-4.39,1.22,1.16,-4.60,12.56,6707906,57254,-0.02,-0.02,-0.17,55483171.84,53000000,0,0,0,-8.62,0.25,-7.49,-8.62,-8.62,-8.62,-8.62,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,71.69,✗
2026-06-27,证券,sh512880,50005291500,-177000000,-0.35,1.15,1.11,-3.66,7.71,4350107811,38578758,0.09,0.09,0.16,57411075171.15,55356000000.00,51668041980.19,59.29,0,-22.16,0.28,-4.03,-9.17,-22.16,-25.96,-30.35,0.28,0.28,0.28,0.28,0.96,-3.88,0,0,0,0,77.43,✗
2026-06-27,证券保险,sh512070,17189479700,32000000,0.19,0.80,0.77,-3.99,5.35,720378175,9189207,0.12,0.12,0.12,13782524823.46,13253000000,15130573880.19,78.12,0,-25.35,0.33,-4.81,-9.62,-25.35,-25.35,-26.62,0.27,0.33,0.33,0.33,2.49,0,0,0,0,0,94.30,✗
2026-06-27,银行,sh512800,15264879900,-93600000,-0.61,0.75,0.75,-0.93,5.86,670671754.00,8951539,-0.05,-0.05,0.05,11491401588.72,11388000000,11987691884.32,63.68,0,-9.58,0.26,-8.35,-8.35,-9.58,-17.66,-17.66,0.20,0.22,0.26,0.38,2.45,-0.93,0,0,0,0,86.59,✗
2026-06-27,金融科技,sz159299,697472981,5000000,0.72,0.74,0.69,-6.22,6.29,31284235,438742,-0.26,-0.26,0.07,513828345.10,483000000,185261356.91,50.64,0,-36.77,0.86,-13.79,-21.85,-36.77,-37.30,-37.30,0.63,0.86,0.86,0.86,0.86,0,0,4856,9.77,90.23,72.77,✗
2026-06-27,消费,sz159928,23460629040,-102000000,-0.43,0.61,0.60,-1.15,1.90,271431252,4460339,-0.17,-0.17,-0.04,14303945525.69,14147000000,20120125213.07,67.78,0,-25.46,0.53,-12.74,-20.34,-25.46,-32.25,-39.70,0.28,0.28,0.53,0.53,3.89,-1.22,0,0,0,0,86.21,✗
2026-06-27,消费50,sh515650,3107184000,-10000000,-0.32,0.96,0.95,-0.52,1.93,57330846,599135,0.03,0.03,-0.05,2981032329.60,2967000000,3514679885.14,75.02,0,-21.01,0.69,-9.31,-15.19,-21.01,-23.29,-28.94,0.29,0.29,0.69,0.69,3.48,0,0,0,0,0,87.45,✗
2026-06-27,消费电子,sz159732,3031447904,129000000,4.26,1.88,1.83,-2.60,22.35,1246174128,6776522,-0.05,-0.05,0.11,5700031493.89,5563000000,1638151785.75,52.12,0,-13.22,0.64,-8.86,-9.02,-13.22,-18.03,-27.84,0.63,0.64,0.64,1.42,1.42,-2.42,0,0,0,0,78.56,✗
2026-06-27,食品,sz159151,134251063,0,0,0.88,0.86,-3.05,12.03,13943112.00,161495,0.06,0.06,0.01,118315461.82,115000000.00,120204820.97,51.21,0,-14.88,0.56,-7.84,-14.03,-14.88,-14.88,-14.88,0.31,0.31,0.56,0.56,0.56,0,0,0,0,0,68.82,✗
2026-06-27,食品饮料,sh516900,367229000,0,0,0.47,0.46,-2.12,1.54,2640126,56678,0.04,0.04,0.04,173038304.80,169000000,188112970.69,71.01,0,-23.55,1.55,-10.83,-17.09,-23.55,-28.53,-42.16,0.26,0.33,1.55,1.55,4.87,-2.55,0,0,0,0,86.03,✗
2026-06-27,酒,sh512690,34352350200,-381600000,-1.11,0.40,0.39,-2.02,4.63,625873200,15896226,0.21,0.21,0.21,13617271619.28,13329000000,17561075412.63,78.27,0,-31.69,0.96,-15.10,-22.24,-31.69,-38.61,-54.46,0.36,0.36,0.96,0.96,3.15,-2.73,0,0,0,0,95.97,✗
2026-06-27,家电,sz159996,466554846,-12000000,-2.57,1.44,1.41,-1.67,11.84,78265393,552245,0.28,0.28,-0.05,670532624.67,659000000,1187801574.28,70.66,0,-14.73,0.38,-6.30,-10.17,-14.73,-14.73,-21.50,0.38,0.38,0.55,0.97,1.26,0,0,0,0,0,84.46,✗
2026-06-27,旅游,sz159766,5358140963,-75000000,-1.40,0.56,0.55,-2.48,4.43,131940462,2375247,0,0,0.07,3023063131.32,2952000000,5735667142.59,59.80,0,-34.17,0.52,-10.70,-21.40,-34.17,-34.17,-42.66,0.24,0.52,0.52,0.87,1.85,0,0,0,0,0,77.26,✗
2026-06-27,游戏,sz159869,6928082127,34000000,0.49,1.09,1.07,-3,9.73,721919059,6744121,-0.19,-0.19,0.13,7575857805.87,7385000000.00,8598970409.75,74.86,0,-38.59,0.97,-10.39,-22.84,-38.59,-38.59,-52.40,0.48,0.48,0.97,0.97,4.24,0,0,0,0,0,92.32,✗
2026-06-27,影视,sh516620,170767500,-1000000,-0.59,0.83,0.81,-3.25,18.01,24895239,307526,0.10,0.10,0.07,141754101.75,137000000,262922161.03,57.05,0,-42.38,3.10,-15.97,-23.77,-42.38,-42.38,-42.38,0.23,0.30,3.10,3.10,3.10,0,0,0,0,0,91.14,✗
2026-06-27,传媒,sh512980,4417424400,-31500000,-0.71,0.82,0.80,-3.39,5.73,203647239,2531197,-0.19,-0.19,0.02,3643049902.68,3530000000.00,5254914186.55,52.92,0,-39.56,1.88,-14.36,-23.83,-39.56,-39.56,-39.56,0.38,0.71,1.88,1.88,1.88,-2.98,0,0,0,0,74.07,✗
2026-06-27,教育,sh513360,659713900,1500000,0.23,0.43,0.41,-2.63,7.75,21090631,511347,-2.09,-2.09,-2.09,280444378.89,269000000,299398853.18,67.60,0,-31.20,5.32,-13.92,-21.24,-31.20,-31.20,-38.75,4.79,4.79,5.32,5.32,15.94,0,0,0,0,0,89.35,✓
2026-06-27,通信,sh515880,28235887000,231000000,0.82,1.88,1.76,-6.69,20.22,10173302034,57105090,-0.02,-0.02,0.13,53199234696.70,49610000000,14552408429.04,68.49,0,-8.24,0.73,-7.69,-7.69,-8.24,-18.34,-34.71,0.59,0.59,0.73,0.75,3.30,0,0,0,0,0,90.53,✗
2026-06-27,5G,sz159811,73943393,-800000,-1.08,4.01,3.81,-5.15,24.36,69083151,180140,0.63,0.63,0.13,296513005.93,282000000,122152028.77,52.43,0,-9.37,0.65,-7.12,-7.12,-9.37,-17.82,-29.33,0.65,0.65,0.65,1.30,1.72,0,0,0,0,0,81.11,✗
2026-06-27,物联网,sz159895,71241864,0,0,1.73,1.66,-4.04,3.43,4097402,24464,-0.01,-0.01,0.13,122920712.15,118000000,81349478.18,53.93,0,-14.38,0.37,-9.43,-9.77,-14.38,-14.38,-30.24,0.16,0.37,0.37,0.46,2.22,0,0,0,0,0,78.91,✗
2026-06-27,大数据,sh515400,1382631400,-11000000,-0.80,0.90,0.85,-5.46,6.39,76236167,883068,-0.15,-0.15,0.13,1239114260.68,1174000000,1503593472.38,51.16,0,-28.35,2.21,-12.74,-23.17,-28.35,-28.35,-48.74,0.27,0.38,2.21,2.21,2.21,0,0,0,0,0,74.18,✗
2026-06-27,云计算,sh516510,1511890000,-2000000,-0.13,1.76,1.66,-5.69,9.44,240296043,1427697,-0.02,-0.02,0.13,2656693108,2507000000,2339057861.20,49.61,0,-20.90,1.94,-10.56,-18.21,-20.90,-20.90,-45.37,0.45,0.45,1.94,1.94,2.33,0,0,0,0,0,73.61,✗
2026-06-27,软件,sh515230,6989690900,22000000,0.31,0.71,0.67,-5.60,4.76,228891754,3327996,0.07,0.07,0.00,4990639302.60,4711000000,4470231636.55,52.55,0,-38.50,0.89,-15.43,-23.32,-38.50,-38.50,-53.01,0.52,0.52,0.89,0.89,5.08,0,0,0,0,0,75.93,✗
2026-06-27,计算机,sz159586,226525923,1500000,0.66,1.10,1.04,-4.57,7.29,17507407,165223,0.04,0.04,0.13,248181801.24,237000000,304534882.13,27.83,0,-35.37,1.12,-13.35,-21.49,-35.37,-35.37,-35.37,0.98,0.98,1.12,1.12,3.65,0,0,0,0,0,42.61,✗
2026-06-27,数字经济,sh560800,295951100,0,0,1.45,1.42,-2.54,4.09,17324609,121172,-0.01,-0.01,0.13,430549660.28,421000000,435427829.75,50.86,0,-18.96,0.58,-10.94,-13.68,-18.96,-19.61,-35.44,0.58,0.58,0.58,0.58,0.61,0,0,0,0,0,78.82,✗
2026-06-27,信创,sz159538,92304483,24000000,26,2.40,2.37,-1.62,34.06,73989787,314424,0.39,0.39,0.13,221632294.13,219000000,59138458.52,47.87,0,-19.48,1.22,-11.23,-15.23,-19.48,-19.48,-31.40,0.39,1.22,1.22,1.22,6.14,0,0,0,0,0,82.54,✗
2026-06-27,光伏,sh515790,7011494000,-44000000,-0.63,1.01,1.00,-0.50,5.25,374504839,3684411,0.14,0.14,0.14,7063379055.60,7033000000,10737202607.01,52.79,0,-16.99,2.27,-12.50,-13.87,-16.99,-16.99,-49.84,0.23,0.23,2.27,2.27,2.27,0,0,0,0,0,69.79,✗
2026-06-27,绿色电力,sh562960,1240891000,-13500000,-1.09,1.14,1.13,-0.70,6.85,97007862,850137,0.10,0.10,0.10,1410272621.50,1400000000,802935343.99,50.45,0,-17.54,0.59,-17.54,-17.54,-17.54,-17.54,-17.54,0.44,0.59,0.59,0.59,1.68,0,0,0,0,0,71.66,✗
2026-06-27,碳中和,sz159641,92719131,0,0,1.08,1.05,-2.88,10.22,9980313,94782,0.08,0.08,0.18,99867776.00,97000000,115073988.66,48.66,0.17,-12.34,0.43,-7.33,-12.04,-12.34,-12.34,-25.30,0.14,0.19,0.43,0.43,0.97,0,0,0,0,0,61.10,✗
2026-06-27,电力,sz159146,899940849,-14000000,-1.56,1.01,1.00,-0.59,5.61,51209853,504876,0.26,0.26,0.16,908670275.24,903000000.00,420826239.34,48.22,0,-17.45,0.42,-17.45,-17.45,-17.45,-17.45,-17.45,0.33,0.42,0.42,0.42,0.42,0,0,0,0,0,67.74,✗
2026-06-27,煤炭,sh515220,10969176900,-211500000,-1.93,1.11,1.08,-2.61,4.57,547168653,5009212,-0.05,-0.05,-0.05,12182367865.14,11858000000,10127821157.76,66.50,0,-24.41,0.72,-24.41,-24.41,-24.41,-24.41,-30.75,0.45,0.45,0.72,1.26,2.56,-3.02,0,121482,62.48,37.52,89.94,✗
2026-06-27,石油,sz159181,150405335,0,0,0.83,0.81,-1.69,12.40,15162797,186537,0.04,0.04,-0.14,124460414.71,122000000,0,0,0,-19.74,0.71,-9.06,-17.88,-19.74,-19.74,-19.74,0.16,0.71,0.71,0.71,0.71,-2.22,0,0,0,0,83.88,✗
2026-06-27,有色,sh560470,278340000,-1000000,-0.36,0.89,0.85,-4.26,5.25,12624941.00,146206,0.06,0.06,0.05,247889604,237000000,0,0,0,-19.12,0.84,-14.61,-19.12,-19.12,-19.12,-19.12,0.84,0.84,0.84,0.84,0.84,-4.54,0,0,0,0,68.30,✗
2026-06-27,稀有金属,sh561050,202250000,-5000000,-2.47,1.08,1.03,-4.38,11.47,24219164,231960,0.22,0.22,-0.01,217661450,208000000,0,0,0,-10,1.47,-10,-10,-10,-10,-10,1.47,1.47,1.47,1.47,1.47,0,0,0,0,0,75.99,✗
2026-06-27,黄金,sz159934,3848108998,-13700000,-0.36,8.71,8.76,1.17,2.83,950352282,1089962,-0.14,-0.14,-0.14,33505485045.59,33706000000,41856443782.66,0,0,-30.44,2.87,-11.96,-18.03,-30.44,-30.44,-30.44,0.11,0.18,2.87,2.87,2.87,0,0,0,0,0,0,✓
2026-06-27,稀土,sh516150,3911077000,31500000,0.81,2.10,2.02,-3.91,3.40,273316734,1331213,-0.04,-0.04,-0.10,8207786192.20,7889000000,8239999936.90,61.35,0,-22.41,1.86,-9.75,-13.27,-22.41,-22.41,-38.49,0.54,0.64,1.86,1.86,2.72,0,0,0,0,0,84.44,✗
2026-06-27,钢铁,sh515210,986726100,-14000000,-1.42,1.18,1.14,-3.15,10.56,119545473,1041897,-0.03,-0.03,-0.03,1159403167.50,1123000000,3204878179.61,50.53,0,-32.10,0.76,-11.92,-23.21,-32.10,-32.10,-32.10,0.21,0.45,0.76,0.96,2.25,0,0,0,0,0,74.19,✗
2026-06-27,化工,sh516020,3796826200,-30000000,-0.79,0.95,0.92,-3.16,4.58,161676981,1737316,0.16,0.16,-0.09,3602049015.94,3489000000,6061522840.60,46.61,0,-19.35,0.60,-6.13,-18.09,-19.35,-19.35,-30.75,0.38,0.38,0.60,0.69,0.87,-3.34,0,0,0,0,65.93,✗
2026-06-27,建材,sz159745,1248688265,-67000000,-5.37,0.56,0.55,-1.61,8.01,55820121,1000244,0.07,0.07,0.02,698266477.79,688000000,1676686925.70,60.95,0,-27.21,0.76,-10.26,-17.39,-27.21,-27.21,-41.69,0.35,0.49,0.76,3.47,3.47,0,0,0,0,0,80.77,✗
2026-06-27,新材料,sh516710,74272000,0,0,0.93,0.92,-0.97,13.16,9051801,97765,0.40,0.40,0.17,68983833.60,68000000,42802331.40,50.66,0,-11.35,1.19,-10.27,-10.27,-11.35,-11.35,-41.22,1.19,1.19,1.19,1.19,2.56,0,0,0,0,0,74.19,✗
2026-06-27,豆粕,sz159985,1505524066,1200000,0.08,1.97,2.01,0.50,6.61,199449913.00,995220,0.86,0.86,0.86,2964979095.58,3022000000,2897558509.30,0,0,-14.69,9.74,-4.99,-8.71,-14.69,-14.69,-26.60,4.09,7.74,9.74,9.74,9.74,0,0,0,0,0,0,✓
2026-06-27,房地产,sh512200,2636597900,-19750000,-0.75,1.20,1.19,-0.92,5.36,169948019,1413587,0.19,0.19,0.22,3168136036.64,3140000000,5927464551.37,42.74,0,-25.79,0.76,-12.23,-21.13,-25.79,-28.04,-44.64,0.47,0.47,0.76,0.76,5.70,0,0,0,0,0,63.78,✗
2026-06-27,基建,sh516970,1125042500,-17000000,-1.51,1.14,1.13,-1.83,4.89,62989833,550586,0.36,0.36,0.36,1288061158.25,1269000000,1852849843.71,56.13,0,-16.42,0.40,-4.54,-11.65,-16.42,-16.42,-32.71,0.36,0.36,0.41,2.86,2.86,-1.77,0,0,0,0,80.84,✗
2026-06-27,一带一路,sh515110,223295000,-1000000,-0.45,1.66,1.63,-1.87,1.87,6857466.00,41816,0.14,0.14,0.24,371763845.50,363000000,403562095.36,22.02,0,-15.75,1.63,-5.29,-10.56,-15.75,-15.75,-20.33,0.17,0.24,1.63,3.47,3.47,-2.56,0,0,0,0,44.54,✗
2026-06-27,交通运输,sz159666,113832905,1000000,0.88,0.95,0.93,-2.31,17.86,18981324,203307,0.03,0.03,0.03,108186792.91,106000000,117542764.60,49.73,0,-14.22,0.47,-7.19,-11.27,-14.22,-14.22,-18.14,0.47,0.47,0.47,1.05,1.54,0,0,0,0,0,65.35,✗
2026-06-27,航空,sz159392,174285500,-2500000,-1.43,1.04,1.02,-1.83,2.28,4081402,39790,-0.10,-0.10,-0.04,181605491,178000000,207085774.15,35.33,0,-33.46,2.89,-9.24,-20.78,-33.46,-33.46,-33.46,1.55,1.55,2.89,2.89,2.89,-1.85,0,0,0,0,54.64,✗
2026-06-27,物流,sh516910,63641800,-1500000,-2.36,1.14,1.10,-3.24,29.22,20653813,185981,0.11,0.11,0.08,72589837.08,70000000,115376865.43,63.20,0,-13.48,1.42,-6.12,-11.40,-13.48,-13.48,-20.45,0.58,0.58,1.42,1.42,1.49,0,0,0,0,0,81.73,✗
2026-06-27,农业,sz159825,2441077407,14000000,0.57,0.65,0.65,0.15,9.63,152809282,2349993,0.11,0.11,0.18,1589873715.18,1592000000,3212942394.88,61.84,0,-29.32,0.73,-11.55,-24.48,-29.32,-29.32,-30.15,0.35,0.73,0.73,0.73,1.15,-0.09,0,0,0,0,77.47,✗
2026-06-27,养殖,sz159023,119777943,-1000000,-0.83,0.94,0.95,0.53,4.42,4995103,52950,-0.05,-0.05,0.10,112806866.72,114000000.00,0,0,0,-6.17,0.05,-6.17,-6.17,-6.17,-6.17,-6.17,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,83.55,✗
2026-06-27,央企,sh510060,36959200,0,0,2.51,2.49,-1.97,0.39,359323,1448,0.66,0.66,0.18,92730632.80,92000000,100427183.21,48.22,0,-8.83,1.17,-4.31,-5.61,-8.83,-9.43,-14.58,1.17,1.17,1.17,1.17,6.07,-1.57,0,0,0,0,70.29,✗
2026-06-27,央企创新,sh515900,2226046500,0,0,1.72,1.68,-2.27,0.04,1644231,9749,0.21,0.21,0.11,3824793096.30,3742000000,3790012528.02,31.97,0,-10.04,0.44,-4.76,-9.57,-10.04,-10.04,-19.85,0.21,0.38,0.44,1.14,2.15,-2.53,0,0,0,0,55.62,✗
2026-06-27,央企科技,sh560170,281995500,-5000000,-1.77,1.51,1.46,-3.56,15.40,64210339,434146,0.10,0.10,0.13,426010601.85,413000000,364521694.44,50.43,0,-16.21,1.38,-8.60,-10.37,-16.21,-16.44,-34.81,0.63,0.63,1.38,1.38,1.38,0,0,0,0,0,86.41,✗
2026-06-27,央企结构调整,sh512960,3858457300,-12600000,-0.33,1.55,1.51,-2.71,0.03,1714733,11324,0.05,0.05,0.11,5967104214.45,5819000000,5674379583.28,37.41,0,-9.62,2.30,-5.04,-8.34,-9.62,-9.62,-19.06,2.30,2.30,2.30,2.30,2.46,-2.48,0,0,0,0,60.19,✗
2026-06-27,央企能源,sh562850,235981500,0,0,1.24,1.22,-1.05,7.41,21596473,174845,0,0,0.18,292074302.55,289000000,448967161.79,47.72,0,-19.54,0.65,-12.64,-14.71,-19.54,-19.54,-19.54,0.19,0.38,0.65,1.34,1.34,0,0,0,0,0,73.02,✗
2026-06-27,上海国企,sh510810,6068093700,1300000,0.02,0.82,0.81,-1.82,0.15,7228855,88626,0.14,0.14,0.14,4994041115.10,4897000000,5139345058.05,44.76,0,-18.65,0.51,-5.94,-10.13,-18.65,-18.65,-22.45,0.17,0.17,0.51,0.73,2.68,0,0,0,0,0,75.25,✗
2026-06-27,大湾区,sh512970,9987600,0,0,1.74,1.70,-2.42,11.68,1985370,11661,0.84,0.84,0.40,17377425.24,17000000,17323439.19,44.04,0,-12.36,4.52,-6.04,-7.04,-12.36,-12.36,-25.44,4.52,4.52,4.52,4.52,4.64,0,0,0,0,0,66.03,✗
2026-06-27,长三角,sh512650,30941600,0,0,1.50,1.58,5.82,14.73,6739931,45582,8.71,8.71,8.71,46458812.40,49000000,41261707.95,33.16,0,-9.56,8.71,-4.94,-6.02,-9.56,-9.56,-24.71,8.71,8.71,8.71,8.71,8.71,0,0,0,0,0,52.97,✗
2026-06-27,科创芯片,sh589130,2513780000,36000000,1.43,1.80,1.77,-1.66,4.81,214062293,1208356,0.07,0.07,0.13,4512989234,4454000000,1939418664.86,60.82,0,-19.25,1.99,-13.18,-15.54,-19.25,-19.25,-19.25,0.42,1.99,1.99,1.99,1.99,-1.28,0,0,0,0,79.43,✗
2026-06-27,集成电路,sz159546,639927822,80000000,12.50,1.09,1.06,-3.02,27.29,186386170.00,1746403,-0.13,-0.13,0.13,695985499.21,678000000,272303554.79,52.27,0,-21.68,1.68,-14.02,-16.32,-21.68,-21.68,-33.38,0.56,1.68,1.68,1.68,2.11,0,0,0,0,0,75.59,✗
2026-06-27,电子,sh515260,930568400,38000000,4.08,1.12,1.09,-2.93,15.62,159636422,1453782,-0.23,-0.23,-0.17,1045307483.72,1016000000,447975046.87,45.44,0,-15.59,1.15,-9.06,-10.63,-15.59,-17.36,-28.41,0.87,1.15,1.15,1.62,1.62,0,0,0,0,0,77.85,✗
2026-06-27,智能汽车,sh515250,380944500,-2000000,-0.53,1.07,1.04,-3.27,8.84,35359147,336732,-0.27,-0.27,-0.14,407953465.05,395000000,539895574.56,47.80,0,-21.41,1.07,-11.95,-13.99,-21.41,-22.63,-36.15,0.37,0.37,1.07,1.07,1.16,0,0,0,0,0,73.74,✗
2026-06-27,环保,sh512580,589471700,0,0,1.33,1.30,-2.40,1.90,14947015.00,112168,0.04,0.04,0.04,786649983.65,767000000,963297972.87,45.51,0,-11.83,0.86,-10.55,-11.83,-11.83,-11.83,-35.19,0.33,0.38,0.86,0.86,0.86,-2.50,0,0,0,0,59.48,✗
2026-06-27,养老,sh516560,213258000,500000,0.23,0.70,0.68,-2.59,2.53,3692106,54050,0.19,0.19,0.19,148320939,144000000,151883861.82,15.77,0,-25.63,0.79,-9.99,-18.16,-25.63,-26.60,-26.60,0.39,0.50,0.79,0.79,2.31,-3.05,0,0,0,0,39.28,✗
2026-06-27,中概互联网,sh513050,33575432700,65000000,0.19,1.00,0.94,-3.19,6.40,2038168379.00,21488196,-3.43,-3.43,-0.58,33703019344.26,31594000000,40141237603.15,92.36,0,-40.10,4.81,-20.46,-25.73,-40.10,-46.38,-46.38,4.81,4.81,4.81,5.15,8.63,0,0,0,0,0,97.81,✓
2026-06-27,可转债,sh511380,4326786700,-10800000,-0.25,13.90,13.79,-0.72,17.36,10361199041,7510500,-0.01,-0.01,-0.01,60147959952.71,59675000000,60829949127.49,0,17,-9.05,0.31,-3,-5.26,-9.05,-9.05,-11.52,0.14,0.23,0.31,0.38,2.20,0,0,0,0,0,3.49,✓
2026-06-27,短融,sh511360,720124600,-32000,0,113.60,113.60,0.01,32.02,26196305962,2306071,-0.01,-0.01,-0.01,81809251095.78,81803000000,91576476390.08,0,2.83,-0.02,0.05,-0.02,-0.02,-0.02,-0.04,-1.06,0.01,0.02,0.05,0.05,0.06,0,0,0,0,0,0,✓
2026-06-27,十年国债,sh511260,144706500,1520000,1.05,134.75,134.80,0.04,8.72,1701391853,126224,0.01,0.01,0.04,19498622049,19506000000,15162792809.96,0,49.45,-0.47,0.06,-0.47,-0.47,-0.47,-1.29,-2.25,0.04,0.05,0.06,0.06,1.08,0,0,0,0,0,100.56,✓
2026-06-27,国债ETF,sh511100,120220500,-380000,-0.32,109.33,109.35,0.04,44.98,5914706984,540749,0.02,0.02,0.04,13143466824,13146000000,10906832208.01,0,65.20,-0.83,0.27,-0.55,-0.71,-0.83,-2.83,-2.83,0.18,0.27,0.27,0.29,0.88,0,0,0,0,0,100.08,✓
2026-06-27,30年国债,sh511090,250838100,1360000,0.54,116.83,116.88,0.04,15.93,4673939283,399622,0.04,0.04,0.04,29306468743.02,29317000000,19596343042.31,0,97.94,-2.27,0.67,-1.32,-1.58,-2.27,-8.75,-9.30,0.30,0.61,0.67,0.80,1.74,0,0,0,0,0,113.02,✓
2026-06-27,信用债,sh511200,194317500,100000,0.05,102.80,102.83,0.03,41.96,8384954804,815417,0.03,0.03,0.03,19976324793.75,19982000000,14401139585.59,0,10.34,-0.30,0.07,-0.30,-0.30,-0.30,-1.54,-1.54,0.07,0.07,0.07,0.13,0.40,0,0,0,0,0,0,✓
2026-06-27,恒生科技,hk03033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-27,恒生指数,sh513600,635829500,0,0,2.54,2.48,-1.66,8.04,126955233,510950,-0.27,-0.27,-0.30,1616596503.75,1577000000,2069292257.97,53.55,0,-21.19,0.76,-12.05,-14.77,-21.19,-21.19,-26.91,0.36,0.40,0.76,0.80,3.46,-1.76,0,19079,70.19,29.81,70.16,✓
2026-06-27,恒生国企,sh510900,3557021900,-19000000,-0.53,0.95,0.93,-1.60,4.49,147719272,1595499,-0.32,-0.32,-0.30,3375258080.91,3290000000,4459667825.83,51.71,0,-23.24,0.58,-13.79,-16.29,-23.24,-25.82,-27.65,0.50,0.50,0.58,0.78,4.30,-1.94,0,0,0,0,74.33,✓
2026-06-27,恒生互联网,sh513330,73949480000,6000000,0.01,0.34,0.34,-2.05,6.50,1613386964.00,48042291,0.36,0.36,-0.58,25505175652,24773000000,33504660470.69,84.38,0,-40.07,1.52,-20.62,-24.89,-40.07,-45.88,-45.88,0.77,0.77,1.52,1.52,7.33,0,0,0,0,0,97.13,✓
2026-06-27,恒生医疗,sh513060,11560393300,-20000000,-0.17,0.47,0.46,-1.49,12.51,675961425,14465530,-0.39,-0.39,-0.33,5455349598.27,5352000000,6288055430.21,58.43,0,-32.11,2.23,-11,-25.65,-32.11,-38.70,-38.70,0.56,0.65,2.23,2.23,10.47,0,0,0,0,0,76.38,✓
2026-06-27,港股科技,sh513020,2918145400,-70000000,-2.40,0.90,0.86,-3.69,6.20,156461440,1809233,-0.25,-0.25,-0.43,2632167150.80,2513000000,4356726804.16,66.64,0,-28.19,1.24,-16.08,-18.16,-28.19,-37.61,-37.61,0.36,0.47,1.24,1.69,11.72,0,0,0,0,0,87.39,✓
